,0,1
x_0,-0.036710778524946135,-0.029128039712451283
area,0.3803520094459899,0.27022295871280727
bedrooms,0.04856800084209785,0.035807940283183536
bathrooms,0.32863678391106976,0.2962726389981144
stories,0.24732383056445442,0.19770956388442443
parking,0.11538224909951056,0.09252468941216645
mainroad,,0.09717273321458228
guestroom,,0.08432097933524896
basement,,0.07729503201468842
hotwaterheating,,0.0750455295850079
airconditioning,,0.22318437580474493
prefarea,,0.1515592154451358
